V1,V2,V3
-123.007740459145,49.2951219512195,81
-122.990778757592,49.2951219512195,77
-122.973817056039,49.2951219512195,121
-122.956855354486,49.2951219512195,64
-122.939893652933,49.2951219512195,108
-122.92293195138,49.2951219512195,196
-122.905970249827,49.2951219512195,197
-122.889008548274,49.2951219512195,154
-122.872046846721,49.2951219512195,107
-122.855085145168,49.2951219512195,36
-122.838123443615,49.2951219512195,10
-122.821161742061,49.2951219512195,36
-122.804200040508,49.2951219512195,54
-122.787238338955,49.2951219512195,38
-122.770276637402,49.2951219512195,35
-122.753314935849,49.2951219512195,42
-122.736353234296,49.2951219512195,38
-122.719391532743,49.2951219512195,20
-122.70242983119,49.2951219512195,4
-122.685468129637,49.2951219512195,2
-122.668506428084,49.2951219512195,2
-122.651544726531,49.2951219512195,23
-122.634583024978,49.2951219512195,7
-122.617621323425,49.2951219512195,2
-122.600659621872,49.2951219512195,85
-122.583697920318,49.2951219512195,244
-122.566736218765,49.2951219512195,306
-122.549774517212,49.2951219512195,324
-122.532812815659,49.2951219512195,421
-122.515851114106,49.2951219512195,366
-122.498889412553,49.2951219512195,199
-122.481927711,49.2951219512195,225
-125.518072289,49.2780487804878,837
-125.501110587447,49.2780487804878,909
-125.484148885894,49.2780487804878,644
-125.467187184341,49.2780487804878,1060
-125.450225482788,49.2780487804878,767
-125.433263781235,49.2780487804878,924
-125.416302079682,49.2780487804878,1058
-125.399340378128,49.2780487804878,461
-125.382378676575,49.2780487804878,272
-125.365416975022,49.2780487804878,622
-125.348455273469,49.2780487804878,881
-125.331493571916,49.2780487804878,1033
-125.314531870363,49.2780487804878,783
-125.29757016881,49.2780487804878,874
-125.280608467257,49.2780487804878,1023
-125.263646765704,49.2780487804878,1036
-125.246685064151,49.2780487804878,899
-125.229723362598,49.2780487804878,945
-125.212761661045,49.2780487804878,730
-125.195799959492,49.2780487804878,278
-125.178838257939,49.2780487804878,324
-125.161876556385,49.2780487804878,223
-125.144914854832,49.2780487804878,93
-125.127953153279,49.2780487804878,163
-125.110991451726,49.2780487804878,265
-125.094029750173,49.2780487804878,177
-125.07706804862,49.2780487804878,95
-125.060106347067,49.2780487804878,42
-125.043144645514,49.2780487804878,34
-125.026182943961,49.2780487804878,68
-125.009221242408,49.2780487804878,132
-124.992259540855,49.2780487804878,102
-124.975297839302,49.2780487804878,39
-124.958336137749,49.2780487804878,43
-124.941374436196,49.2780487804878,90
-124.924412734642,49.2780487804878,98
-124.907451033089,49.2780487804878,58
-124.890489331536,49.2780487804878,36
-124.873527629983,49.2780487804878,53
-124.85656592843,49.2780487804878,32
-124.839604226877,49.2780487804878,16
-124.822642525324,49.2780487804878,20
-124.805680823771,49.2780487804878,49
-124.788719122218,49.2780487804878,70
-124.771757420665,49.2780487804878,99
-124.754795719112,49.2780487804878,157
-124.737834017559,49.2780487804878,272
-124.720872316006,49.2780487804878,369
-124.703910614453,49.2780487804878,479
-124.686948912899,49.2780487804878,463
-124.669987211346,49.2780487804878,283
-124.653025509793,49.2780487804878,706
-124.63606380824,49.2780487804878,1050
-124.619102106687,49.2780487804878,1037
-124.602140405134,49.2780487804878,984
-124.585178703581,49.2780487804878,995
-124.568217002028,49.2780487804878,926
-124.551255300475,49.2780487804878,648
-124.534293598922,49.2780487804878,777
-124.517331897369,49.2780487804878,516
-124.500370195816,49.2780487804878,324
-124.483408494263,49.2780487804878,255
-124.46644679271,49.2780487804878,214
-124.449485091156,49.2780487804878,191
-124.432523389603,49.2780487804878,171
-124.41556168805,49.2780487804878,151
-124.398599986497,49.2780487804878,142
-124.381638284944,49.2780487804878,130
-124.364676583391,49.2780487804878,130
-124.347714881838,49.2780487804878,128
-124.330753180285,49.2780487804878,114
-124.313791478732,49.2780487804878,104
-124.296829777179,49.2780487804878,110
-124.279868075626,49.2780487804878,119
-124.262906374073,49.2780487804878,129
-124.24594467252,49.2780487804878,100
-124.228982970966,49.2780487804878,97
-124.212021269413,49.2780487804878,73
-124.19505956786,49.2780487804878,35
-124.178097866307,49.2780487804878,5
-124.161136164754,49.2780487804878,11
-124.144174463201,49.2780487804878,13
-124.127212761648,49.2780487804878,35
-124.110251060095,49.2780487804878,3
-124.093289358542,49.2780487804878,-2
-124.076327656989,49.2780487804878,1
-124.059365955436,49.2780487804878,-1
-124.042404253883,49.2780487804878,-18
-124.02544255233,49.2780487804878,-35
-124.008480850777,49.2780487804878,-61
-123.991519149223,49.2780487804878,-114
-123.97455744767,49.2780487804878,-134
-123.957595746117,49.2780487804878,-162
-123.940634044564,49.2780487804878,-207
-123.923672343011,49.2780487804878,-248
-123.906710641458,49.2780487804878,-257
-123.889748939905,49.2780487804878,-256
-123.872787238352,49.2780487804878,-257
-123.855825536799,49.2780487804878,-265
-123.838863835246,49.2780487804878,-284
-123.821902133693,49.2780487804878,-308
-123.80494043214,49.2780487804878,-330
-123.787978730587,49.2780487804878,-357
-123.771017029034,49.2780487804878,-387
-123.75405532748,49.2780487804878,-408
-123.737093625927,49.2780487804878,-399
-123.720131924374,49.2780487804878,-381
-123.703170222821,49.2780487804878,-372
-123.686208521268,49.2780487804878,-369
-123.669246819715,49.2780487804878,-364
-123.652285118162,49.2780487804878,-357
-123.635323416609,49.2780487804878,-344
-123.618361715056,49.2780487804878,-335
-123.601400013503,49.2780487804878,-333
-123.58443831195,49.2780487804878,-332
-123.567476610397,49.2780487804878,-328
-123.550514908844,49.2780487804878,-320
-123.53355320729,49.2780487804878,-309
-123.516591505737,49.2780487804878,-298
-123.499629804184,49.2780487804878,-288
-123.482668102631,49.2780487804878,-278
-123.465706401078,49.2780487804878,-265
-123.448744699525,49.2780487804878,-253
-123.431782997972,49.2780487804878,-246
-123.414821296419,49.2780487804878,-242
-123.397859594866,49.2780487804878,-247
-123.380897893313,49.2780487804878,-246
-123.36393619176,49.2780487804878,-241
-123.346974490207,49.2780487804878,-222
-123.330012788654,49.2780487804878,-190
-123.313051087101,49.2780487804878,-142
-123.296089385547,49.2780487804878,-85
-123.279127683994,49.2780487804878,-31
-123.262165982441,49.2780487804878,0
-123.245204280888,49.2780487804878,86
-123.228242579335,49.2780487804878,98
-123.211280877782,49.2780487804878,84
-123.194319176229,49.2780487804878,44
-123.177357474676,49.2780487804878,20
-123.160395773123,49.2780487804878,21
-123.14343407157,49.2780487804878,29
-123.126472370017,49.2780487804878,26
-123.109510668464,49.2780487804878,20
-123.092548966911,49.2780487804878,23
-123.075587265358,49.2780487804878,19
-123.058625563804,49.2780487804878,43
-123.041663862251,49.2780487804878,54
-123.024702160698,49.2780487804878,36
-123.007740459145,49.2780487804878,31
-122.990778757592,49.2780487804878,44
-122.973817056039,49.2780487804878,46
-122.956855354486,49.2780487804878,64
-122.939893652933,49.2780487804878,86
-122.92293195138,49.2780487804878,128
-122.905970249827,49.2780487804878,175
-122.889008548274,49.2780487804878,122
-122.872046846721,49.2780487804878,125
-122.855085145168,49.2780487804878,134
-122.838123443615,49.2780487804878,136
-122.821161742061,49.2780487804878,132
-122.804200040508,49.2780487804878,134
-122.787238338955,49.2780487804878,39
-122.770276637402,49.2780487804878,14
-122.753314935849,49.2780487804878,13
-122.736353234296,49.2780487804878,11
-122.719391532743,49.2780487804878,5
-122.70242983119,49.2780487804878,3
-122.685468129637,49.2780487804878,3
-122.668506428084,49.2780487804878,3
-122.651544726531,49.2780487804878,5
-122.634583024978,49.2780487804878,2
-122.617621323425,49.2780487804878,7
-122.600659621872,49.2780487804878,11
-122.583697920318,49.2780487804878,98
-122.566736218765,49.2780487804878,179
-122.549774517212,49.2780487804878,273
-122.532812815659,49.2780487804878,241
-122.515851114106,49.2780487804878,159
-122.498889412553,49.2780487804878,230
-122.481927711,49.2780487804878,539
-125.518072289,49.2609756097561,651
-125.501110587447,49.2609756097561,420
-125.484148885894,49.2609756097561,524
-125.467187184341,49.2609756097561,909
-125.450225482788,49.2609756097561,881
-125.433263781235,49.2609756097561,735
-125.416302079682,49.2609756097561,636
-125.399340378128,49.2609756097561,305
-125.382378676575,49.2609756097561,229
-125.365416975022,49.2609756097561,511
-125.348455273469,49.2609756097561,1048
-125.331493571916,49.2609756097561,1220
-125.314531870363,49.2609756097561,1036
-125.29757016881,49.2609756097561,939
-125.280608467257,49.2609756097561,964
-125.263646765704,49.2609756097561,1032
-125.246685064151,49.2609756097561,1302
-125.229723362598,49.2609756097561,1058
-125.212761661045,49.2609756097561,785
-125.195799959492,49.2609756097561,897
-125.178838257939,49.2609756097561,709
-125.161876556385,49.2609756097561,574
-125.144914854832,49.2609756097561,429
-125.127953153279,49.2609756097561,758
-125.110991451726,49.2609756097561,861
-125.094029750173,49.2609756097561,824
-125.07706804862,49.2609756097561,767
-125.060106347067,49.2609756097561,388
-125.043144645514,49.2609756097561,65
-125.026182943961,49.2609756097561,51
-125.009221242408,49.2609756097561,45
-124.992259540855,49.2609756097561,88
-124.975297839302,49.2609756097561,65
-124.958336137749,49.2609756097561,65
-124.941374436196,49.2609756097561,57
-124.924412734642,49.2609756097561,79
-124.907451033089,49.2609756097561,111
-124.890489331536,49.2609756097561,128
-124.873527629983,49.2609756097561,128
-124.85656592843,49.2609756097561,98
-124.839604226877,49.2609756097561,3
-124.822642525324,49.2609756097561,1
-124.805680823771,49.2609756097561,31
-124.788719122218,49.2609756097561,85
-124.771757420665,49.2609756097561,126
-124.754795719112,49.2609756097561,173
-124.737834017559,49.2609756097561,191
-124.720872316006,49.2609756097561,321
-124.703910614453,49.2609756097561,405
-124.686948912899,49.2609756097561,448
-124.669987211346,49.2609756097561,362
-124.653025509793,49.2609756097561,383
-124.63606380824,49.2609756097561,938
-124.619102106687,49.2609756097561,1164
-124.602140405134,49.2609756097561,1150
-124.585178703581,49.2609756097561,1215
-124.568217002028,49.2609756097561,1092
-124.551255300475,49.2609756097561,910
-124.534293598922,49.2609756097561,915
-124.517331897369,49.2609756097561,810
-124.500370195816,49.2609756097561,686
-124.483408494263,49.2609756097561,548
-124.46644679271,49.2609756097561,434
-124.449485091156,49.2609756097561,369
-124.432523389603,49.2609756097561,322
-124.41556168805,49.2609756097561,273
-124.398599986497,49.2609756097561,227
-124.381638284944,49.2609756097561,195
-124.364676583391,49.2609756097561,171
-124.347714881838,49.2609756097561,160
-124.330753180285,49.2609756097561,161
-124.313791478732,49.2609756097561,174
-124.296829777179,49.2609756097561,187
-124.279868075626,49.2609756097561,186
-124.262906374073,49.2609756097561,214
-124.24594467252,49.2609756097561,203
-124.228982970966,49.2609756097561,167
-124.212021269413,49.2609756097561,143
-124.19505956786,49.2609756097561,123
-124.178097866307,49.2609756097561,125
-124.161136164754,49.2609756097561,114
-124.144174463201,49.2609756097561,117
-124.127212761648,49.2609756097561,61
-124.110251060095,49.2609756097561,61
-124.093289358542,49.2609756097561,54
-124.076327656989,49.2609756097561,41
-124.059365955436,49.2609756097561,32
-124.042404253883,49.2609756097561,11
-124.02544255233,49.2609756097561,7
-124.008480850777,49.2609756097561,-10
-123.991519149223,49.2609756097561,-33
-123.97455744767,49.2609756097561,-42
-123.957595746117,49.2609756097561,-53
-123.940634044564,49.2609756097561,-99
-123.923672343011,49.2609756097561,-148
-123.906710641458,49.2609756097561,-148
-123.889748939905,49.2609756097561,-167
-123.872787238352,49.2609756097561,-174
-123.855825536799,49.2609756097561,-184
-123.838863835246,49.2609756097561,-202
-123.821902133693,49.2609756097561,-223
-123.80494043214,49.2609756097561,-242
-123.787978730587,49.2609756097561,-271
-123.771017029034,49.2609756097561,-323
-123.75405532748,49.2609756097561,-368
-123.737093625927,49.2609756097561,-363
-123.720131924374,49.2609756097561,-353
-123.703170222821,49.2609756097561,-352
-123.686208521268,49.2609756097561,-356
-123.669246819715,49.2609756097561,-362
-123.652285118162,49.2609756097561,-366
-123.635323416609,49.2609756097561,-365
-123.618361715056,49.2609756097561,-365
-123.601400013503,49.2609756097561,-360
-123.58443831195,49.2609756097561,-356
-123.567476610397,49.2609756097561,-347
-123.550514908844,49.2609756097561,-335
-123.53355320729,49.2609756097561,-322
-123.516591505737,49.2609756097561,-309
-123.499629804184,49.2609756097561,-299
-123.482668102631,49.2609756097561,-290
-123.465706401078,49.2609756097561,-284
-123.448744699525,49.2609756097561,-282
-123.431782997972,49.2609756097561,-278
-123.414821296419,49.2609756097561,-278
-123.397859594866,49.2609756097561,-268
-123.380897893313,49.2609756097561,-257
-123.36393619176,49.2609756097561,-242
-123.346974490207,49.2609756097561,-220
-123.330012788654,49.2609756097561,-191
-123.313051087101,49.2609756097561,-154
-123.296089385547,49.2609756097561,-89
-123.279127683994,49.2609756097561,-34
-123.262165982441,49.2609756097561,-8
-123.245204280888,49.2609756097561,42
-123.228242579335,49.2609756097561,74
-123.211280877782,49.2609756097561,92
-123.194319176229,49.2609756097561,84
-123.177357474676,49.2609756097561,75
-123.160395773123,49.2609756097561,43
-123.14343407157,49.2609756097561,57
-123.126472370017,49.2609756097561,77
-123.109510668464,49.2609756097561,70
-123.092548966911,49.2609756097561,65
-123.075587265358,49.2609756097561,57
-123.058625563804,49.2609756097561,55
-123.041663862251,49.2609756097561,65
-123.024702160698,49.2609756097561,79
-123.007740459145,49.2609756097561,72
-122.990778757592,49.2609756097561,39
-122.973817056039,49.2609756097561,48
-122.956855354486,49.2609756097561,22
-122.939893652933,49.2609756097561,29
-122.92293195138,49.2609756097561,36
-122.905970249827,49.2609756097561,32
-122.889008548274,49.2609756097561,50
-122.872046846721,49.2609756097561,97
-122.855085145168,49.2609756097561,125
-122.838123443615,49.2609756097561,124
-122.821161742061,49.2609756097561,143
-122.804200040508,49.2609756097561,131
-122.787238338955,49.2609756097561,26
-122.770276637402,49.2609756097561,28
-122.753314935849,49.2609756097561,12
-122.736353234296,49.2609756097561,6
-122.719391532743,49.2609756097561,4
-122.70242983119,49.2609756097561,3
-122.685468129637,49.2609756097561,4
-122.668506428084,49.2609756097561,3
-122.651544726531,49.2609756097561,2
-122.634583024978,49.2609756097561,3
-122.617621323425,49.2609756097561,3
-122.600659621872,49.2609756097561,6
-122.583697920318,49.2609756097561,42
-122.566736218765,49.2609756097561,121
-122.549774517212,49.2609756097561,144
-122.532812815659,49.2609756097561,123
-122.515851114106,49.2609756097561,156
-122.498889412553,49.2609756097561,288
-122.481927711,49.2609756097561,377
-125.518072289,49.2439024390244,826
-125.501110587447,49.2439024390244,299
-125.484148885894,49.2439024390244,525
-125.467187184341,49.2439024390244,907
-125.450225482788,49.2439024390244,1185
-125.433263781235,49.2439024390244,904
-125.416302079682,49.2439024390244,884
-125.399340378128,49.2439024390244,692
-125.382378676575,49.2439024390244,254
-125.365416975022,49.2439024390244,300
-125.348455273469,49.2439024390244,484
-125.331493571916,49.2439024390244,862
-125.314531870363,49.2439024390244,1135
-125.29757016881,49.2439024390244,958
-125.280608467257,49.2439024390244,693
-125.263646765704,49.2439024390244,587
-125.246685064151,49.2439024390244,528
-125.229723362598,49.2439024390244,573
-125.212761661045,49.2439024390244,536
-125.195799959492,49.2439024390244,626
-125.178838257939,49.2439024390244,757
-125.161876556385,49.2439024390244,813
-125.144914854832,49.2439024390244,778
-125.127953153279,49.2439024390244,1001
-125.110991451726,49.2439024390244,943
-125.094029750173,49.2439024390244,665
-125.07706804862,49.2439024390244,278
-125.060106347067,49.2439024390244,128
-125.043144645514,49.2439024390244,145
-125.026182943961,49.2439024390244,389
-125.009221242408,49.2439024390244,322
-124.992259540855,49.2439024390244,292
-124.975297839302,49.2439024390244,374
-124.958336137749,49.2439024390244,357
-124.941374436196,49.2439024390244,412
-124.924412734642,49.2439024390244,393
-124.907451033089,49.2439024390244,360
-124.890489331536,49.2439024390244,356
-124.873527629983,49.2439024390244,294
-124.85656592843,49.2439024390244,223
-124.839604226877,49.2439024390244,7
-124.822642525324,49.2439024390244,1
-124.805680823771,49.2439024390244,58
-124.788719122218,49.2439024390244,122
-124.771757420665,49.2439024390244,163
-124.754795719112,49.2439024390244,229
-124.737834017559,49.2439024390244,281
-124.720872316006,49.2439024390244,297
-124.703910614453,49.2439024390244,417
-124.686948912899,49.2439024390244,478
-124.669987211346,49.2439024390244,487
-124.653025509793,49.2439024390244,498
-124.63606380824,49.2439024390244,664
-124.619102106687,49.2439024390244,1098
-124.602140405134,49.2439024390244,1435
-124.585178703581,49.2439024390244,1333
-124.568217002028,49.2439024390244,1120
-124.551255300475,49.2439024390244,926
-124.534293598922,49.2439024390244,785
-124.517331897369,49.2439024390244,844
-124.500370195816,49.2439024390244,982
-124.483408494263,49.2439024390244,980
-124.46644679271,49.2439024390244,904
-124.449485091156,49.2439024390244,809
-124.432523389603,49.2439024390244,685
-124.41556168805,49.2439024390244,554
-124.398599986497,49.2439024390244,497
-124.381638284944,49.2439024390244,370
-124.364676583391,49.2439024390244,277
-124.347714881838,49.2439024390244,297
-124.330753180285,49.2439024390244,297
-124.313791478732,49.2439024390244,284
-124.296829777179,49.2439024390244,298
-124.279868075626,49.2439024390244,275
-124.262906374073,49.2439024390244,377
-124.24594467252,49.2439024390244,352
-124.228982970966,49.2439024390244,249
-124.212021269413,49.2439024390244,235
-124.19505956786,49.2439024390244,210
-124.178097866307,49.2439024390244,309
-124.161136164754,49.2439024390244,391
-124.144174463201,49.2439024390244,434
-124.127212761648,49.2439024390244,336
-124.110251060095,49.2439024390244,252
-124.093289358542,49.2439024390244,244
-124.076327656989,49.2439024390244,173
-124.059365955436,49.2439024390244,111
-124.042404253883,49.2439024390244,111
-124.02544255233,49.2439024390244,111
-124.008480850777,49.2439024390244,110
-123.991519149223,49.2439024390244,74
-123.97455744767,49.2439024390244,35
-123.957595746117,49.2439024390244,-8
-123.940634044564,49.2439024390244,-13
-123.923672343011,49.2439024390244,-9
-123.906710641458,49.2439024390244,-30
-123.889748939905,49.2439024390244,-68
-123.872787238352,49.2439024390244,-90
-123.855825536799,49.2439024390244,-104
-123.838863835246,49.2439024390244,-116
-123.821902133693,49.2439024390244,-122
-123.80494043214,49.2439024390244,-140
-123.787978730587,49.2439024390244,-182
-123.771017029034,49.2439024390244,-229
-123.75405532748,49.2439024390244,-265
-123.737093625927,49.2439024390244,-285
-123.720131924374,49.2439024390244,-295
-123.703170222821,49.2439024390244,-305
-123.686208521268,49.2439024390244,-316
-123.669246819715,49.2439024390244,-330
-123.652285118162,49.2439024390244,-343
-123.635323416609,49.2439024390244,-352
-123.618361715056,49.2439024390244,-360
-123.601400013503,49.2439024390244,-365
-123.58443831195,49.2439024390244,-367
-123.567476610397,49.2439024390244,-359
-123.550514908844,49.2439024390244,-345
-123.53355320729,49.2439024390244,-331
-123.516591505737,49.2439024390244,-317
-123.499629804184,49.2439024390244,-306
-123.482668102631,49.2439024390244,-298
-123.465706401078,49.2439024390244,-293
-123.448744699525,49.2439024390244,-292
-123.431782997972,49.2439024390244,-293
-123.414821296419,49.2439024390244,-292
-123.397859594866,49.2439024390244,-282
-123.380897893313,49.2439024390244,-267
-123.36393619176,49.2439024390244,-244
-123.346974490207,49.2439024390244,-214
-123.330012788654,49.2439024390244,-177
-123.313051087101,49.2439024390244,-133
-123.296089385547,49.2439024390244,-82
-123.279127683994,49.2439024390244,-36
-123.262165982441,49.2439024390244,-11
-123.245204280888,49.2439024390244,-1
-123.228242579335,49.2439024390244,-1
-123.211280877782,49.2439024390244,6
-123.194319176229,49.2439024390244,29
-123.177357474676,49.2439024390244,36
-123.160395773123,49.2439024390244,59
-123.14343407157,49.2439024390244,80
-123.126472370017,49.2439024390244,95
-123.109510668464,49.2439024390244,92
-123.092548966911,49.2439024390244,83
-123.075587265358,49.2439024390244,88
-123.058625563804,49.2439024390244,93
-123.041663862251,49.2439024390244,95
-123.024702160698,49.2439024390244,105
-123.007740459145,49.2439024390244,121
-122.990778757592,49.2439024390244,102
-122.973817056039,49.2439024390244,65
-122.956855354486,49.2439024390244,61
-122.939893652933,49.2439024390244,69
-122.92293195138,49.2439024390244,68
-122.905970249827,49.2439024390244,86
-122.889008548274,49.2439024390244,74
-122.872046846721,49.2439024390244,18
-122.855085145168,49.2439024390244,15
-122.838123443615,49.2439024390244,14
-122.821161742061,49.2439024390244,42
-122.804200040508,49.2439024390244,10
-122.787238338955,49.2439024390244,7
-122.770276637402,49.2439024390244,46
-122.753314935849,49.2439024390244,9
-122.736353234296,49.2439024390244,3
-122.719391532743,49.2439024390244,3
-122.70242983119,49.2439024390244,3
-122.685468129637,49.2439024390244,4
-122.668506428084,49.2439024390244,5
-122.651544726531,49.2439024390244,3
-122.634583024978,49.2439024390244,9
-122.617621323425,49.2439024390244,15
-122.600659621872,49.2439024390244,19
-122.583697920318,49.2439024390244,25
-122.566736218765,49.2439024390244,43
-122.549774517212,49.2439024390244,69
-122.532812815659,49.2439024390244,97
-122.515851114106,49.2439024390244,106
-122.498889412553,49.2439024390244,139
-122.481927711,49.2439024390244,221
-125.518072289,49.2268292682927,543
-125.501110587447,49.2268292682927,234
-125.484148885894,49.2268292682927,267
-125.467187184341,49.2268292682927,628
-125.450225482788,49.2268292682927,678
-125.433263781235,49.2268292682927,985
-125.416302079682,49.2268292682927,1203
-125.399340378128,49.2268292682927,509
-125.382378676575,49.2268292682927,242
-125.365416975022,49.2268292682927,666
-125.348455273469,49.2268292682927,489
-125.331493571916,49.2268292682927,681
-125.314531870363,49.2268292682927,876
-125.29757016881,49.2268292682927,1184
-125.280608467257,49.2268292682927,1048
-125.263646765704,49.2268292682927,590
-125.246685064151,49.2268292682927,687
-125.229723362598,49.2268292682927,761
-125.212761661045,49.2268292682927,693
-125.195799959492,49.2268292682927,453
-125.178838257939,49.2268292682927,252
-125.161876556385,49.2268292682927,319
-125.144914854832,49.2268292682927,429
-125.127953153279,49.2268292682927,466
-125.110991451726,49.2268292682927,542
-125.094029750173,49.2268292682927,417
-125.07706804862,49.2268292682927,364
-125.060106347067,49.2268292682927,581
-125.043144645514,49.2268292682927,708
-125.026182943961,49.2268292682927,677
-125.009221242408,49.2268292682927,901
-124.992259540855,49.2268292682927,612
-124.975297839302,49.2268292682927,586
-124.958336137749,49.2268292682927,622
-124.941374436196,49.2268292682927,657
-124.924412734642,49.2268292682927,570
-124.907451033089,49.2268292682927,406
-124.890489331536,49.2268292682927,376
-124.873527629983,49.2268292682927,300
-124.85656592843,49.2268292682927,306
-124.839604226877,49.2268292682927,145
-124.822642525324,49.2268292682927,7
-124.805680823771,49.2268292682927,120
-124.788719122218,49.2268292682927,192
-124.771757420665,49.2268292682927,198
-124.754795719112,49.2268292682927,229
-124.737834017559,49.2268292682927,220
-124.720872316006,49.2268292682927,381
-124.703910614453,49.2268292682927,636
-124.686948912899,49.2268292682927,802
-124.669987211346,49.2268292682927,734
-124.653025509793,49.2268292682927,590
-124.63606380824,49.2268292682927,615
-124.619102106687,49.2268292682927,762
-124.602140405134,49.2268292682927,1122
-124.585178703581,49.2268292682927,1331
-124.568217002028,49.2268292682927,1277
-124.551255300475,49.2268292682927,1039
-124.534293598922,49.2268292682927,994
-124.517331897369,49.2268292682927,809
-124.500370195816,49.2268292682927,597
-124.483408494263,49.2268292682927,850
-124.46644679271,49.2268292682927,805
-124.449485091156,49.2268292682927,594
-124.432523389603,49.2268292682927,525
-124.41556168805,49.2268292682927,436
-124.398599986497,49.2268292682927,382
-124.381638284944,49.2268292682927,426
-124.364676583391,49.2268292682927,412
-124.347714881838,49.2268292682927,454
-124.330753180285,49.2268292682927,457
-124.313791478732,49.2268292682927,393
-124.296829777179,49.2268292682927,380
-124.279868075626,49.2268292682927,330
-124.262906374073,49.2268292682927,362
-124.24594467252,49.2268292682927,473
-124.228982970966,49.2268292682927,402
-124.212021269413,49.2268292682927,335
-124.19505956786,49.2268292682927,296
-124.178097866307,49.2268292682927,345
-124.161136164754,49.2268292682927,445
-124.144174463201,49.2268292682927,429
-124.127212761648,49.2268292682927,398
-124.110251060095,49.2268292682927,344
-124.093289358542,49.2268292682927,289
-124.076327656989,49.2268292682927,204
-124.059365955436,49.2268292682927,114
-124.042404253883,49.2268292682927,91
-124.02544255233,49.2268292682927,126
-124.008480850777,49.2268292682927,144
-123.991519149223,49.2268292682927,114
-123.97455744767,49.2268292682927,100
-123.957595746117,49.2268292682927,39
-123.940634044564,49.2268292682927,-1
-123.923672343011,49.2268292682927,-36
-123.906710641458,49.2268292682927,-19
-123.889748939905,49.2268292682927,-16
-123.872787238352,49.2268292682927,-26
-123.855825536799,49.2268292682927,-35
-123.838863835246,49.2268292682927,-40
-123.821902133693,49.2268292682927,-30
-123.80494043214,49.2268292682927,-44
-123.787978730587,49.2268292682927,-103
-123.771017029034,49.2268292682927,-139
-123.75405532748,49.2268292682927,-158
-123.737093625927,49.2268292682927,-194
-123.720131924374,49.2268292682927,-220
-123.703170222821,49.2268292682927,-239
-123.686208521268,49.2268292682927,-255
-123.669246819715,49.2268292682927,-273
-123.652285118162,49.2268292682927,-294
-123.635323416609,49.2268292682927,-307
-123.618361715056,49.2268292682927,-325
-123.601400013503,49.2268292682927,-343
-123.58443831195,49.2268292682927,-361
-123.567476610397,49.2268292682927,-356
-123.550514908844,49.2268292682927,-346
-123.53355320729,49.2268292682927,-335
-123.516591505737,49.2268292682927,-323
-123.499629804184,49.2268292682927,-313
-123.482668102631,49.2268292682927,-303
-123.465706401078,49.2268292682927,-296
-123.448744699525,49.2268292682927,-291
-123.431782997972,49.2268292682927,-291
-123.414821296419,49.2268292682927,-291
-123.397859594866,49.2268292682927,-282
-123.380897893313,49.2268292682927,-268
-123.36393619176,49.2268292682927,-238
-123.346974490207,49.2268292682927,-203
-123.330012788654,49.2268292682927,-157
-123.313051087101,49.2268292682927,-108
-123.296089385547,49.2268292682927,-69
-123.279127683994,49.2268292682927,-33
-123.262165982441,49.2268292682927,-8
-123.245204280888,49.2268292682927,-2
-123.228242579335,49.2268292682927,-1
-123.211280877782,49.2268292682927,-4
-123.194319176229,49.2268292682927,1
-123.177357474676,49.2268292682927,1
-123.160395773123,49.2268292682927,1
-123.14343407157,49.2268292682927,38
-123.126472370017,49.2268292682927,59
-123.109510668464,49.2268292682927,43
-123.092548966911,49.2268292682927,38
-123.075587265358,49.2268292682927,54
-123.058625563804,49.2268292682927,73
-123.041663862251,49.2268292682927,81
-123.024702160698,49.2268292682927,91
-123.007740459145,49.2268292682927,93
-122.990778757592,49.2268292682927,104
-122.973817056039,49.2268292682927,114
-122.956855354486,49.2268292682927,111
-122.939893652933,49.2268292682927,111
-122.92293195138,49.2268292682927,102
-122.905970249827,49.2268292682927,92
-122.889008548274,49.2268292682927,50
-122.872046846721,49.2268292682927,2
-122.855085145168,49.2268292682927,3
-122.838123443615,49.2268292682927,9
-122.821161742061,49.2268292682927,24
-122.804200040508,49.2268292682927,17
-122.787238338955,49.2268292682927,17
-122.770276637402,49.2268292682927,14
-122.753314935849,49.2268292682927,7
-122.736353234296,49.2268292682927,5
-122.719391532743,49.2268292682927,4
-122.70242983119,49.2268292682927,3
-122.685468129637,49.2268292682927,5
-122.668506428084,49.2268292682927,12
-122.651544726531,49.2268292682927,7
-122.634583024978,49.2268292682927,20
-122.617621323425,49.2268292682927,27
-122.600659621872,49.2268292682927,27
-122.583697920318,49.2268292682927,47
-122.566736218765,49.2268292682927,50
-122.549774517212,49.2268292682927,66
-122.532812815659,49.2268292682927,83
-122.515851114106,49.2268292682927,92
-122.498889412553,49.2268292682927,113
-122.481927711,49.2268292682927,161
-125.518072289,49.209756097561,173
-125.501110587447,49.209756097561,241
-125.484148885894,49.209756097561,370
-125.467187184341,49.209756097561,554
-125.450225482788,49.209756097561,750
-125.433263781235,49.209756097561,903
-125.416302079682,49.209756097561,742
-125.399340378128,49.209756097561,142
-125.382378676575,49.209756097561,457
-125.365416975022,49.209756097561,844
-125.348455273469,49.209756097561,884
-125.331493571916,49.209756097561,538
-125.314531870363,49.209756097561,858
-125.29757016881,49.209756097561,1187
